Plate	Well	GeneID	PreCursor
1	D09	UHMK1	NM_175866
1	D10	CIB2	NM_006383
1	D11	PRKCM	NM_002742
1	D12	AAK1	NM_014911
1	D13	PIK4CB	NM_002651
1	D14	PIK3R2	NM_005027
1	D15	DLG4	NM_001365
1	D16	IRAK2	NM_001570
1	D17	BTK	NM_000061
1	D18	ACVR1C	NM_001111033
1	D19	MAP3K15	NM_001001671
1	D20	ACVR1B	NM_004302
1	D21	GSK3A	NM_019884
1	D22	CPNE3	NM_003909
1	D23	NA	NA
1	D24	NA	NA
1	E01	NA	NA
1	E02	NA	NA
1	E03	ALS2CR2	NM_018571
1	E04	PAPSS2	NM_004670
1	E05	CARKL	NM_013276
1	E06	RPS6KB2	NM_003952
1	E07	ADK	NM_001123
1	E08	PFTK1	NM_012395
1	E09	ABL2	NM_005158
1	E10	NME5	NM_003551
1	E11	PLK1	NM_005030
1	E12	SRC	NM_005417
1	E13	MINK	NM_015716
1	E14	NEK4	NM_003157
1	E15	CDKL3	NM_016508
1	E16	CSNK1G1	NM_022048
1	E17	MAP3K14	NM_003954
1	E18	RIOK1	NM_031480
1	E19	MAP3K7	NM_145333
1	E20	AKT1	NM_001014431
1	E21	CKB	NM_001823
1	E22	SNRK	NM_001100594
1	E23	NA	NA
1	E24	NA	NA
1	F01	NA	NA
1	F02	NA	NA
1	F03	CSNK1E	NM_001894
1	F04	CAMK1	NM_003656
1	F05	RELA	NM_021975
1	F06	MARK3	NM_002376
1	F07	CCRK	NM_012119
1	F08	MGC42105	NM_153361
1	F09	MAPK9	NM_002752
1	F10	CHEK1	NM_001274
1	F11	TNK2	NM_005781
1	F12	SCAP1	NM_001075099
1	F13	PDIK1L	NM_152835
1	F14	CDC2L2	NM_033529
1	F15	AXL	NM_001699
1	F16	STK3	NM_006281
1	F17	ANKRD3	NM_020639
1	F18	FLT4	NM_002020
1	F19	RIPK1	NM_003804
1	F20	CDC2L1	NM_033487
1	F21	CDC42BPB	NM_006035
1	F22	MAP2K7	NM_145185
1	F23	NA	NA
1	F24	NA	NA
1	G01	NA	NA
1	G02	NA	NA
1	G03	CDC2	NM_001786
1	G04	KIAA1811	NM_032430
1	G05	PIM2	NM_006875
1	G06	PDK2	NM_002611
1	G07	LRRK2	NM_198578
1	G08	MYLK2	NM_033118
1	G09	HK2	NM_000189
1	G10	NEK11	NM_145910
1	G11	FN3K	NM_022158
1	G12	KIAA1361	NM_020791
1	G13	CRIM1	NM_016441
1	G14	SNF1LK	NM_173354
1	G15	PIK4CA	NM_002650
1	G16	PTK9	NM_002822
1	G17	SSTK	NM_032037
1	G18	LATS1	NM_004690
1	G19	TAO1	NM_004783
1	G20	PFKP	NM_002627
1	G21	NME3	NM_002513
1	G22	PRKG1	NM_006258
1	G23	NA	NA
1	G24	NA	NA
1	H01	NA	NA
1	H02	NA	NA
1	H03	JAK3	NM_000215
1	H04	EPHB6	NM_004445
1	H05	STK22D	NM_032028
1	H06	MARK1	NM_018650
1	H07	FGFR1	NM_023108
1	H08	PRKAR2A	NM_004157
1	H09	PNKP	NM_007254
1	H10	PINK1	NM_032409
1	H11	ERBB2	NM_004448
1	H12	MUSK	NM_005592
1	H13	PRKAG1	NM_002733
1	H14	ULK2	NM_014683
1	H15	FLJ10761	NM_018208
1	H16	MGC8407	NM_024046
1	H17	IGF1R	NM_000875
1	H18	AURKA	NM_198437
1	H19	NEK9	NM_033116
1	H20	PAK4	NM_001014834
1	H21	FLJ23356	NM_032237
1	H22	MAPK1	NM_138957
1	H23	NA	NA
1	H24	NA	NA
1	I01	NA	NA
1	I02	NA	NA
1	I03	PRKAG3	NM_017431
1	I04	RIOK2	NM_018343
1	I05	GRK5	NM_005308
1	I06	FRAP1	NM_004958
1	I07	LIMK1	NM_002314
1	I08	PDGFRL	NM_006207
1	I09	UMPK	NM_012474
1	I10	AK7	NM_152327
1	I11	C7ORF2	NM_022458
1	I12	EPHA10	NM_173641
1	I13	KSR	NM_014238
1	I14	STK17B	NM_004226
1	I15	MAP4K4	NM_004834
1	I16	NPR2	NM_003995
1	I17	PRKCN	NM_005813
1	I18	GOLGA5	NM_005113
1	I19	TTBK1	NM_032538
1	I20	STK24	NM_003576
1	I21	ROCK1	NM_005406
1	I22	DGKB	NM_004080
1	I23	NA	NA
1	I24	NA	NA
1	J01	NA	NA
1	J02	NA	NA
1	J03	FLT3	NM_004119
1	J04	MAST4	NM_198828
1	J05	PIP5K2A	NM_005028
1	J06	CKMT2	NM_001099735
1	J07	DAPK1	NM_004938
1	J08	PIK3R3	NM_003629
1	J09	FASTK	NM_006712
1	J10	ACVR2	NM_001616
1	J11	PRKG2	NM_006259
1	J12	PRKWNK3	NM_001002838
1	J13	MPP1	NM_002436
1	J14	PRKCZ	NM_002744
1	J15	HSPB8	NM_014365
1	J16	ITK	NM_005546
1	J17	CSF1R	NM_005211
1	J18	CAMKK1	NM_172207
1	J19	DYRK2	NM_003583
1	J20	STK36	NM_015690
1	J21	PRKCL2	NM_006256
1	J22	MAPK8	NM_139047
1	J23	NA	NA
1	J24	NA	NA
1	K01	NA	NA
1	K02	NA	NA
1	K03	TEK	NM_000459
1	K04	STK25	NM_006374
1	K05	PANK1	NM_138316
1	K06	CDC7	NM_003503
1	K07	CSNK1G3	NM_001044722
1	K08	CAMK2G	NM_001222
1	K09	CKS2	NM_001827
1	K10	URKL1	NM_017859
1	K11	PHKG2	NM_000294
1	K12	MAP3K9	NM_033141
1	K13	MAPK7	NM_002749
1	K14	GUCY2D	NM_000180
1	K15	KCNH8	NM_144633
1	K16	CAMKK2	NM_172215
1	K17	CAMK2D	NM_001221
1	K18	KIAA1639	XM_290923
1	K19	MAP4K5	NM_006575
1	K20	CAMKIINALPHA	NM_018584
1	K21	PKN3	NM_013355
1	K22	KIT	NM_001093772
1	K23	NA	NA
1	K24	NA	NA
1	L01	NA	NA
1	L02	NA	NA
1	L03	RPS6KA3	NM_004586
1	L04	TGFBR1	NM_004612
1	L05	EFNA4	NM_005227
1	L06	CDK5R2	NM_003936
1	L07	ADCK1	NM_020421
1	L08	LOC91461	NM_138370
1	L09	MAP3K8	NM_005204
1	L10	DKFZP761P0423	NM_001080826
1	L11	CDK8	NM_001260
1	L12	DUSTYPK	NM_199462
1	L13	MKNK1	NM_198973
1	L14	FLJ23356	NM_032237
1	L15	PIK3C2G	NM_004570
1	L16	PDK3	NM_005391
1	L17	CDK4	NM_000075
1	L18	DGKA	NM_201554
1	L19	PIM1	NM_002648
1	L20	C9ORF12	NM_022755
1	L21	DGKQ	NM_001347
1	L22	PTK6	NM_005975
1	L23	NA	NA
1	L24	NA	NA
1	M01	NA	NA
1	M02	NA	NA
1	M03	ATM	NM_138292
1	M04	PRKCL1	NM_002741
1	M05	PHKA2	NM_000292
1	M06	RIPK2	NM_003821
1	M07	MULK	NM_018238
1	M08	CKMT1B	NM_020990
1	M09	GRK6	NM_001004105
1	M10	MKNK2	NM_017572
1	M11	BMPR1B	NM_001203
1	M12	TNNI3K	NM_015978
1	M13	STK33	NM_030906
1	M14	ALS2CR7	NM_139158
1	M15	MIDORI	NM_020778
1	M16	HCK	NM_002110
1	M17	RNASEL	NM_021133
1	M18	CKS1B	NM_001826
1	M19	STK16	NM_001008910
1	M20	BMP2K	NM_017593
1	M21	GRK1	NM_002929
1	M22	PHKB	NM_000293
1	M23	NA	NA
1	M24	NA	NA
1	N01	NA	NA
1	N02	NA	NA
1	N03	MAP3K12	NM_006301
1	N04	PAK1	NM_002576
1	N05	STK22C	NM_052841
1	N06	RYK	NM_002958
1	N07	PI4KII	NM_018425
1	N08	PDXK	NM_003681
1	N09	TAF1L	NM_153809
1	N10	NEK8	NM_178170
1	N11	CAMK1G	NM_020439
1	N12	GK	NM_000167
1	N13	HSMDPKIN	NM_017525
1	N14	KSR2	NM_173598
1	N15	STK10	NM_005990
1	N16	PRKAR1A	NM_002734
1	N17	AIP1	NM_012301
1	N18	NUP62	NM_012346
1	N19	ABL1	NM_005157
1	N20	ROR2	NM_004560
1	N21	PAK6	NM_020168
1	N22	PIP5K2C	NM_024779
1	N23	NA	NA
1	N24	NA	NA
1	O01	NA	NA
1	O02	NA	NA
1	O03	RFP	NM_006510
1	O04	TRIO	NM_007118
1	O05	PIP5KL1	NM_173492
1	O06	ETNK1	NM_001039481
1	O07	NEK5	NM_199289
1	O08	ERK8	NM_139021
1	O09	PLK2	NM_006622
1	O10	ADP-GK	NM_031284
1	O11	CSNK1G2	NM_001319
1	O12	PIK3CG	NM_002649
1	O13	MARK2	NM_001039468
1	O14	FGFR3	NM_000142
1	O15	TNIK	NM_015028
1	O16	IRAK4	NM_016123
1	O17	CALM3	NM_005184
1	O18	PCTK3	NM_002596
1	O19	PKM2	NM_002654
1	O20	SGK2	NM_016276
1	O21	CDKL5	NM_001037343
1	O22	DYRK4	NM_003845
1	O23	NA	NA
1	O24	NA	NA
1	P01	NA	NA
1	P02	NA	NA
1	P03	FN3KRP	NM_024619
1	P04	ACVR1	NM_001105
1	P05	AKT2	NM_001626
1	P06	PRKACB	NM_002731
1	P07	KIAA0999	NM_025164
1	P08	STK39	NM_013233
1	P09	PLK4	NM_014264
1	P10	MATK	NM_139354
1	P11	HIPK3	NM_001048200
1	P12	RPS6KB1	NM_003161
1	P13	TYRO3	NM_006293
1	P14	RFK	NM_018339
1	P15	MAPK3	NM_001109891
1	P16	TTBK2	NM_173500
1	P17	YES1	NM_005433
1	P18	CDC42BPA	NM_014826
1	P19	NYD-SP25	NM_033516
1	P20	GSG2	NM_031965
1	P21	CDADC1	NM_030911
1	P22	HIPK1	NM_152696
1	P23	NA	NA
1	P24	NA	NA
2	A01	NA	NA
2	A02	NA	NA
2	A03	MAP3K11	NM_002419
2	A04	MAP2K4	NM_003010
2	A05	AURKB	NM_004217
2	A06	FLJ13052	NM_023018
2	A07	LIMK2	NM_001031801
2	A08	TLK2	NM_006852
2	A09	GRK4	NM_001004057
2	A10	TJP2	NM_201629
2	A11	LOC340156	NM_001012418
2	A12	ADCK5	NM_174922
2	A13	PRKX	NM_005044
2	A14	MAPK11	NM_002751
2	A15	GNE	NM_005476
2	A16	PGK2	NM_138733
2	A17	PRKAR1B	NM_002735
2	A18	BUB1B	NM_001211
2	A19	MVK	NM_000431
2	A20	MAP2K5	NM_002757
2	A21	PKIB	NM_032471
2	A22	LAK	NM_001102406
2	A23	NA	NA
2	A24	NA	NA
2	B01	NA	NA
2	B02	NA	NA
2	B03	RET	NM_020630
2	B04	MELK	NM_014791
2	B05	MAP2K6	NM_002758
2	B06	PRKCH	NM_006255
2	B07	RPS6KC1	NM_012424
2	B08	PAK3	NM_002578
2	B09	NME7	NM_013330
2	B10	PFKFB1	NM_002625
2	B11	MAP3K10	NM_002446
2	B12	INSRR	NM_014215
2	B13	UCK1	NM_031432
2	B14	DLG2	NM_001364
2	B15	FGFR2	NM_000141
2	B16	PIP5K3	NM_152671
2	B17	ERBB3	NM_001005915
2	B18	BMPR1A	NM_004329
2	B19	NEK3	NM_152720
2	B20	PRPS1L1	NM_175886
2	B21	COL4A3BP	NM_005713
2	B22	IGF2R	NM_000876
2	B23	NA	NA
2	B24	NA	NA
2	C01	NA	NA
2	C02	NA	NA
2	C03	CDK5	NM_004935
2	C04	CDK7	NM_001799
2	C05	ADCK4	NM_024876
2	C06	LRRK1	NM_024652
2	C07	HRI	NM_014413
2	C08	FLJ25006	NM_144610
2	C09	MAPKAPK3	NM_004635
2	C10	MAPK14	NM_139013
2	C11	ACVR2B	NM_001106
2	C12	TBK1	NM_013254
2	C13	EGFR	NM_201283
2	C14	ERN2	NM_033266
2	C15	ROS1	NM_002944
2	C16	PRKCI	NM_002740
2	C17	HK3	NM_002115
2	C18	IKBKE	NM_014002
2	C19	DDR2	NM_006182
2	C20	CSNK1A1L	NM_145203
2	C21	DAPK2	NM_014326
2	C22	PIP5K1A	NM_003557
2	C23	NA	NA
2	C24	NA	NA
2	D01	NA	NA
2	D02	NA	NA
2	D03	CDC2L5	NM_031267
2	D04	TGFBR3	NM_003243
2	D05	ALK	NM_004304
2	D06	UMP-CMPK	NM_016308
2	D07	SPEG	NM_005876
2	D08	CHKA	NM_212469
2	D09	TP53RK	NM_033550
2	D10	WNK4	NM_032387
2	D11	EFNA5	NM_001962
2	D12	RPS6KA1	NM_001006665
2	D13	MAPK13	NM_002754
2	D14	IHPK3	NM_054111
2	D15	TRIB2	NM_021643
2	D16	BMX	NM_001721
2	D17	DGKH	NM_152910
2	D18	CLK4	NM_020666
2	D19	FRK	NM_002031
2	D20	PAK2	NM_002577
2	D21	PIK3CB	NM_006219
2	D22	LOC390226	XM_001134406
2	D23	NA	NA
2	D24	NA	NA
2	E01	NA	NA
2	E02	NA	NA
2	E03	ITPK1	NM_014216
2	E04	STK17A	NM_004760
2	E05	ILK-2	AJ277481
2	E06	TEX14	NM_031272
2	E07	EPHA2	NM_004431
2	E08	MAPKAPK2	NM_004759
2	E09	PHKG1	NM_006213
2	E10	LTK	NM_206961
2	E11	FUK	NM_145059
2	E12	CASK	NM_003688
2	E13	AK3	NM_013410
2	E14	DYRK1B	NM_004714
2	E15	CSNK2A2	NM_001896
2	E16	SBK1	NM_001024401
2	E17	VRK2	NM_006296
2	E18	PCTK1	NM_006201
2	E19	KALRN	NM_003947
2	E20	MAP3K4	NM_006724
2	E21	ARAF1	NM_001654
2	E22	STK38L	NM_015000
2	E23	NA	NA
2	E24	NA	NA
2	F01	NA	NA
2	F02	NA	NA
2	F03	KCNH2	NM_172056
2	F04	CSNK1A1	NM_001892
2	F05	CDKL1	NM_004196
2	F06	NME2	NM_001018139
2	F07	NTRK2	NM_001018064
2	F08	MAK	NM_005906
2	F09	AATK	NM_001080395
2	F10	PIK3CD	NM_005026
2	F11	PRKCG	NM_002739
2	F12	MAP3K6	NM_004672
2	F13	STK38	NM_007271
2	F14	BRDT	NM_001726
2	F15	PMVK	NM_006556
2	F16	EIF2AK4	NM_001013703
2	F17	EPHA1	NM_005232
2	F18	NME6	NM_005793
2	F19	RAF1	NM_002880
2	F20	DYRK1A	NM_130438
2	F21	PRKCSH	NM_002743
2	F22	CAMK4	NM_001744
2	F23	NA	NA
2	F24	NA	NA
2	G01	NA	NA
2	G02	NA	NA
2	G03	BCR	NM_021574
2	G04	MGC4796	NM_032017
2	G05	DCK	NM_000788
2	G06	PKIA	NM_006823
2	G07	MGC16169	NM_033115
2	G08	RBKS	NM_022128
2	G09	STK22D	NM_032028
2	G10	PHKA1	NM_002637
2	G11	SRP72	NM_006947
2	G12	ERN1	NM_001433
2	G13	DGKI	NM_004717
2	G14	STYK1	NM_018423
2	G15	CSK	NM_004383
2	G16	ARK5	NM_014840
2	G17	IKBKAP	NM_003640
2	G18	PIP5K1B	NM_003558
2	G19	ADRBK2	NM_005160
2	G20	DGUOK	NM_080918
2	G21	ICK	NM_014920
2	G22	PANK3	NM_024594
2	G23	NA	NA
2	G24	NA	NA
2	H01	NA	NA
2	H02	NA	NA
2	H03	PRKCD	NM_006254
2	H04	JIK	NM_016281
2	H05	ATR	NM_001184
2	H06	PKLR	NM_181871
2	H07	CAMK2A	NM_015981
2	H08	PAK7	NM_020341
2	H09	KDR	NM_002253
2	H10	VRK1	NM_003384
2	H11	TAF1	NM_004606
2	H12	EPHA6	NM_173655
2	H13	CDK11	NM_015076
2	H14	GUCY2C	NM_004963
2	H15	SNARK	NM_030952
2	H16	PNCK	NM_001039582
2	H17	SCYL1	NM_001048218
2	H18	VRK3	NM_001025778
2	H19	PRKAB2	NM_005399
2	H20	PDGFRA	NM_006206
2	H21	MGC4796	NM_032017
2	H22	DDR1	NM_013994
2	H23	NA	NA
2	H24	NA	NA
2	I01	NA	NA
2	I02	NA	NA
2	I03	ADCK2	NM_052853
2	I04	SRPK2	NM_182691
2	I05	PI4K2B	NM_018323
2	I06	CLK2	NM_003993
2	I07	TRIB3	NM_021158
2	I08	TGFBR2	NM_003242
2	I09	FLJ23074	NM_001018046
2	I10	STK22B	NM_053006
2	I11	HIPK2	NM_022740
2	I12	GAK	NM_005255
2	I13	PRPS1	NM_002764
2	I14	RPS6KA2	NM_001006932
2	I15	CSNK1D	NM_001893
2	I16	MAPK6	NM_002748
2	I17	DYRK3	NM_003582
2	I18	GRK7	NM_139209
2	I19	TYK2	NM_003331
2	I20	ADRBK1	NM_001619
2	I21	MYO3A	NM_017433
2	I22	CDK10	NM_052987
2	I23	NA	NA
2	I24	NA	NA
2	J01	NA	NA
2	J02	NA	NA
2	J03	STK32B	NM_018401
2	J04	PTK9L	NM_007284
2	J05	MAP3K7IP1	NM_153497
2	J06	PIK3C2A	NM_002645
2	J07	PRKR	NM_002759
2	J08	STK32A	NM_145001
2	J09	RIPK3	NM_006871
2	J10	GTF2H1	NM_005316
2	J11	ULK4	NM_017886
2	J12	TOPK	NM_018492
2	J13	SPHK2	NM_020126
2	J14	ZAK	NM_016653
2	J15	TESK1	NM_006285
2	J16	PDK4	NM_002612
2	J17	CSNK2B	NM_001320
2	J18	CHUK	NM_001278
2	J19	ERBB4	NM_001042599
2	J20	TPK1	NM_001042482
2	J21	PFKFB4	NM_004567
2	J22	C14ORF20	NM_174944
2	J23	NA	NA
2	J24	NA	NA
2	K01	NA	NA
2	K02	NA	NA
2	K03	SPHK1	NM_021972
2	K04	CDKN1A	NM_000389
2	K05	ASK	NM_006716
2	K06	PANK2	NM_024960
2	K07	PDGFRB	NM_002609
2	K08	EPHA3	NM_182644
2	K09	FGR	NM_001042729
2	K10	PYCS	NM_001017423
2	K11	ROR1	NM_001083592
2	K12	IHPK1	NM_001006115
2	K13	CRK7	NM_015083
2	K14	BRD4	NM_014299
2	K15	CDKN1B	NM_004064
2	K16	TEC	NM_003215
2	K17	PACSIN1	NM_020804
2	K18	FRDA	NM_000144
2	K19	DAPK3	NM_001348
2	K20	PRPS2	NM_002765
2	K21	PIK3R1	NM_181504
2	K22	AK5	NM_012093
2	K23	NA	NA
2	K24	NA	NA
2	L01	NA	NA
2	L02	NA	NA
2	L03	PKMYT1	NM_004203
2	L04	PIM3	NM_001001852
2	L05	PACE-1	NM_020423
2	L06	LMTK3	NM_001080434
2	L07	IKBKB	NM_001556
2	L08	CHEK2	NM_145862
2	L09	MAP3K13	NM_004721
2	L10	JAK1	NM_002227
2	L11	CAMK1D	NM_020397
2	L12	EIF2AK3	NM_004836
2	L13	IRAK3	NM_007199
2	L14	PIK3C3	NM_002647
2	L15	MOS	NM_005372
2	L16	ROCK2	NM_004850
2	L17	PIP5K2B	NM_003559
2	L18	PIK3C2B	NM_002646
2	L19	STK4	NM_006282
2	L20	SGK	NM_005627
2	L21	BAIAP1	NM_004742
2	L22	CLK3	NM_001292
2	L23	NA	NA
2	L24	NA	NA
2	M01	NA	NA
2	M02	NA	NA
2	M03	PRKY	NM_002760
2	M04	MAST2	NM_015112
2	M05	MAP3K1	NM_005921
2	M06	CDK5R1	NM_003885
2	M07	ZAP70	NM_001079
2	M08	WEE1	NM_003390
2	M09	STK23	NM_014370
2	M10	CDK6	NM_001259
2	M11	PTK7	NM_152881
2	M12	CDKN2D	NM_079421
2	M13	RPS6KL1	NM_031464
2	M14	PRKCQ	NM_006257
2	M15	RPS6KA6	NM_014496
2	M16	PRKAG2	NM_024429
2	M17	SRPK1	NM_003137
2	M18	MAP3K3	NM_002401
2	M19	PRKACA	NM_207518
2	M20	FGFRL1	NM_021923
2	M21	PTK2B	NM_004103
2	M22	NME1	NM_000269
2	M23	NA	NA
2	M24	NA	NA
2	N01	NA	NA
2	N02	NA	NA
2	N03	SLK	NM_014720
2	N04	PXK	NM_017771
2	N05	CDKN1C	NM_000076
2	N06	HUNK	NM_014586
2	N07	PIP5K1C	NM_012398
2	N08	MAP4K1	NM_007181
2	N09	PFKL	NM_002626
2	N10	PCTK2	NM_002595
2	N11	PCK1	NM_002591
2	N12	INSR	NM_001079817
2	N13	CDK9	NM_001261
2	N14	HIPK4	NM_144685
2	N15	FGFR4	NM_002011
2	N16	SIK2	NM_015191
2	N17	CRKL	NM_005207
2	N18	MET	NM_000245
2	N19	RPS6KA5	NM_182398
2	N20	FYN	NM_153048
2	N21	STK32C	NM_173575
2	N22	DKFZP434C131	NM_001099436
2	N23	NA	NA
2	N24	NA	NA
2	O01	NA	NA
2	O02	NA	NA
2	O03	MERTK	NM_006343
2	O04	TNK1	NM_003985
2	O05	CERK	NM_022766
2	O06	STK29	NM_003957
2	O07	NUCKS	NM_022731
2	O08	NTRK3	NM_002530
2	O09	CIT	NM_007174
2	O10	LMTK2	NM_014916
2	O11	CDKL4	NM_001009565
2	O12	DTYMK	NM_012145
2	O13	KIAA2002	NM_024776
2	O14	PIK3R4	NM_014602
2	O15	OSR1	NM_005109
2	O16	GCK	NM_000162
2	O17	RAGE	NM_014226
2	O18	EPHB2	NM_017449
2	O19	BMPR2	NM_001204
2	O20	SGKL	NM_013257
2	O21	NRBP2	NM_178564
2	O22	DLG3	NM_020730
2	O23	NA	NA
2	O24	NA	NA
2	P01	NA	NA
2	P02	NA	NA
2	P03	PRKD2	NM_001079882
2	P04	SAST	NM_014975
2	P05	CAMKK1	NM_172207
2	P06	NEK2	NM_002497
2	P07	LYK5	NM_001003786
2	P08	MAPKAPK5	NM_003668
2	P09	COMMD3	NM_012071
2	P10	NRK	NM_198465
2	P11	TK2	NM_004614
2	P12	PFKFB2	NM_001018053
2	P13	CSNK2A1	NM_177560
2	P14	MARK4	NM_031417
2	P15	SRMS	NM_080823
2	P16	EPHB1	NM_004441
2	P17	MAP4K2	NM_004579
2	P18	MAGI-3	NM_152900
2	P19	KIAA1811	NM_032430
2	P20	SSTK	NM_032037
2	P21	PDK1	NM_002610
2	P22	IKBKG	NM_001099856
2	P23	NA	NA
2	P24	NA	NA
3	A01	NA	NA
3	A02	NA	NA
3	A03	N4BP2	NM_018177
3	A04	WAS	NM_000377
3	A05	NEK1	NM_012224
3	A06	BHD	NM_144606
3	A07	XYLB	NM_005108
3	A08	ZNFN1A1	NM_006060
3	A09	RP6-213H19.1	NM_001042452
3	A10	GPC3	NM_004484
3	A11	SMG1	NM_015092
3	A12	APC	NM_000038
3	A13	IHPK2	NM_016291
3	A14	ATM	NM_138292
3	A15	ILK	NM_001014794
3	A16	BLM	NM_000057
3	A17	PSKH2	NM_033126
3	A18	BMPR1A	NM_004329
3	A19	NRBP	NM_013392
3	A20	BRCA1	NM_007298
3	A21	ULK1	NM_003565
3	A22	BRCA2	NM_000059
3	A23	NA	NA
3	A24	NA	NA
3	B01	NA	NA
3	B02	NA	NA
3	B03	NA	NA
3	B04	NA	NA
3	B05	NA	NA
3	B06	NA	NA
3	B07	NA	NA
3	B08	NA	NA
3	B09	NA	NA
3	B10	NA	NA
3	B11	NA	NA
3	B12	NA	NA
3	B13	NA	NA
3	B14	NA	NA
3	B15	NA	NA
3	B16	NA	NA
3	B17	NA	NA
3	B18	NA	NA
3	B19	NA	NA
3	B20	NA	NA
3	B21	NA	NA
3	B22	NA	NA
3	B23	NA	NA
3	B24	NA	NA
3	C01	NA	NA
3	C02	NA	NA
3	C03	PRKCA	NM_002737
3	C04	BRIP1	NM_032043
3	C05	CDKL2	NM_003948
3	C06	BUB1B	NM_001211
3	C07	FES	NM_002005
3	C08	CDH1	NM_004360
3	C09	PRKAB1	NM_006253
3	C10	CDKN2A	NM_058195
3	C11	HAK	NM_052947
3	C12	CDKN2A	NM_058195
3	C13	CDK2	NM_001798
3	C14	CHEK2	NM_145862
3	C15	MAP2K2	NM_030662
3	C16	COPEB	NM_001300
3	C17	MAPK10	NM_002753
3	C18	CYLD	NM_001042355
3	C19	CALM2	NM_001743
3	C20	DDB2	NM_000107
3	C21	KHK	NM_006488
3	C22	EP300	NM_001429
3	C23	NA	NA
3	C24	NA	NA
3	D01	NA	NA
3	D02	NA	NA
3	D03	NA	NA
3	D04	NA	NA
3	D05	NA	NA
3	D06	NA	NA
3	D07	NA	NA
3	D08	NA	NA
3	D09	NA	NA
3	D10	NA	NA
3	D11	NA	NA
3	D12	NA	NA
3	D13	NA	NA
3	D14	NA	NA
3	D15	NA	NA
3	D16	NA	NA
3	D17	NA	NA
3	D18	NA	NA
3	D19	NA	NA
3	D20	NA	NA
3	D21	NA	NA
3	D22	NA	NA
3	D23	NA	NA
3	D24	NA	NA
3	E01	NA	NA
3	E02	NA	NA
3	E03	GUK1	NM_000858
3	E04	ERCC2	NM_000400
3	E05	CKM	NM_001824
3	E06	ERCC3	NM_000122
3	E07	MAP4K3	NM_003618
3	E08	ERCC4	NM_005236
3	E09	PRKDC	NM_006904
3	E10	ERCC5	NM_000123
3	E11	PRPF4B	NM_003913
3	E12	EXT1	NM_000127
3	E13	RIOK3	NM_003831
3	E14	EXT2	NM_000401
3	E15	KIAA1765	NM_033403
3	E16	FANCA	NM_001018112
3	E17	EXOSC10	NM_002685
3	E18	FANCC	NM_000136
3	E19	PGK1	NM_000291
3	E20	FANCD2	NM_001018115
3	E21	AK3L1	NM_016282
3	E22	FANCE	NM_021922
3	E23	NA	NA
3	E24	NA	NA
3	F01	NA	NA
3	F02	NA	NA
3	F03	NA	NA
3	F04	NA	NA
3	F05	NA	NA
3	F06	NA	NA
3	F07	NA	NA
3	F08	NA	NA
3	F09	NA	NA
