Plate	Well	Conf	GeneID	Entrez_gene_ID
5	I13	sample	ALDH3A2	224
5	I07	sample	ALDH3B1	221
5	I09	sample	ALDH3B2	222
6	O10	sample	ALDH5A1	7915
5	J18	sample	ALDH6A1	4329
5	O11	sample	ALDH7A1	501
5	I11	sample	ALDH9A1	223
5	I15	sample	ALDOA	226
5	I17	sample	ALDOB	229
5	I19	sample	ALDOC	230
6	P12	sample	ALDRL6	55586
2	D05	sample	ALK	238
7	D21	sample	ALKBH2	121642
7	F03	sample	ALKBH3	221120
1	A01	neg	allstar	
1	A02	neg	allstar	
1	A23	neg	allstar	
1	A24	neg	allstar	
1	B01	neg	allstar	
1	B02	neg	allstar	
1	B23	neg	allstar	
1	B24	neg	allstar	
1	C01	neg	allstar	
1	C02	neg	allstar	
1	C23	neg	allstar	
1	C24	neg	allstar	
1	D01	neg	allstar	
1	D02	neg	allstar	
1	D23	neg	allstar	
1	D24	neg	allstar	
2	A01	neg	allstar	
2	A02	neg	allstar	
2	A23	neg	allstar	
2	A24	neg	allstar	
2	B01	neg	allstar	
2	B02	neg	allstar	
2	B23	neg	allstar	
2	B24	neg	allstar	
2	C01	neg	allstar	
2	C02	neg	allstar	
2	C23	neg	allstar	
2	C24	neg	allstar	
2	D01	neg	allstar	
2	D02	neg	allstar	
2	D23	neg	allstar	
2	D24	neg	allstar	
3	A01	neg	allstar	
3	A02	neg	allstar	
3	A23	neg	allstar	
3	A24	neg	allstar	
3	C01	neg	allstar	
3	C02	neg	allstar	
3	C23	neg	allstar	
3	C24	neg	allstar	
4	A01	neg	allstar	
4	A02	neg	allstar	
4	A23	neg	allstar	
4	A24	neg	allstar	
4	B01	neg	allstar	
4	B02	neg	allstar	
4	B23	neg	allstar	
4	B24	neg	allstar	
4	C01	neg	allstar	
4	C02	neg	allstar	
4	C23	neg	allstar	
4	C24	neg	allstar	
4	D01	neg	allstar	
4	D02	neg	allstar	
4	D23	neg	allstar	
4	D24	neg	allstar	
5	A01	neg	allstar	
5	A02	neg	allstar	
5	A23	neg	allstar	
5	A24	neg	allstar	
5	B01	neg	allstar	
5	B02	neg	allstar	
5	B23	neg	allstar	
5	B24	neg	allstar	
5	C01	neg	allstar	
5	C02	neg	allstar	
5	C23	neg	allstar	
5	C24	neg	allstar	
5	D01	neg	allstar	
5	D02	neg	allstar	
5	D23	neg	allstar	
5	D24	neg	allstar	
6	A01	neg	allstar	
6	A02	neg	allstar	
6	A23	neg	allstar	
6	A24	neg	allstar	
6	B01	neg	allstar	
6	B02	neg	allstar	
6	B23	neg	allstar	
6	B24	neg	allstar	
6	C01	neg	allstar	
6	C02	neg	allstar	
6	C23	neg	allstar	
6	C24	neg	allstar	
6	D01	neg	allstar	
6	D02	neg	allstar	
6	D23	neg	allstar	
6	D24	neg	allstar	
7	A01	neg	allstar	
7	A02	neg	allstar	
7	A23	neg	allstar	
7	A24	neg	allstar	
7	B01	neg	allstar	
7	B02	neg	allstar	
7	B23	neg	allstar	
7	B24	neg	allstar	
7	C01	neg	allstar	
7	C02	neg	allstar	
7	C23	neg	allstar	
7	C24	neg	allstar	
7	D01	neg	allstar	
7	D02	neg	allstar	
7	D23	neg	allstar	
7	D24	neg	allstar	
4	G04	sample	ALPI	248
4	E03	sample	ALPL	249
4	O20	sample	ALPP	250
4	A21	sample	ALPPL2	251
1	E03	sample	ALS2CR2	55437
1	M14	sample	ALS2CR7	65061
5	I21	sample	AMD1	262
3	I03	sample	AMHR2	269
5	K03	sample	AMPD1	270
5	K05	sample	AMPD2	271
5	K07	sample	AMPD3	272
5	K09	sample	AMT	275
5	K11	sample	ANG	283
6	F20	sample	ANGPTL3	27329
1	A14	sample	ANKK1	255239
1	F17	sample	ANKRD3	54101
3	A12	sample	APC	324
7	D05	sample	APEX1	328
7	D07	sample	APEX2	27301
5	K19	sample	APOC2	344
5	K21	sample	APOC3	345
5	M03	sample	APOE	348
5	M05	sample	APOH	350
5	M07	sample	APRT	353
6	N05	sample	APS	10603
7	H08	sample	APTX	54840
2	E21	sample	ARAF1	369
5	M09	sample	ARAF1	369
5	M11	sample	ARG1	383
5	M13	sample	ARG2	384
6	D20	sample	ARH	26119
2	G16	sample	ARK5	9891
5	M15	sample	ARL2	402
6	F14	sample	ASAHL	27163
2	K05	sample	ASK	10926
5	M19	sample	ASL	435
5	M21	sample	ASNS	440
5	O03	sample	ASPA	443
7	E03	sample	ASRGL1	80150
5	O05	sample	ASS	445
5	K08	sample	ATF2	1386
5	O07	sample	ATIC	471
1	M03	sample	ATM	472
3	A14	sample	ATM	472
7	J18	sample	ATM	472
5	O09	sample	ATP5A1	498
5	O13	sample	ATP5B	506
5	O15	sample	ATP5C1	509
5	O17	sample	ATP5D	513
5	O19	sample	ATP5E	514
5	O21	sample	ATP5F1	515
5	A04	sample	ATP5G1	516
5	A06	sample	ATP5G2	517
5	A08	sample	ATP5G3	518
6	L09	sample	ATP5H	10476
5	A10	sample	ATP5I	521
5	A12	sample	ATP5J	522
5	A05	sample	ATP5J2	9551
6	N09	sample	ATP5L	10632
5	A14	sample	ATP5O	539
6	F10	sample	ATP5S	27109
6	L04	sample	ATP8A2	51761
2	H05	sample	ATR	545
7	P04	sample	ATR	545
7	C04	sample	ATRIP	84126
5	A16	sample	AUH	549
1	H18	sample	AURKA	6790
2	A05	sample	AURKB	9212
1	C14	sample	AURKC	6795
1	F15	sample	AXL	558
7	M13	sample	B3GAT2	135152
6	F04	sample	B3GAT3	26229
2	L21	sample	BAIAP1	9223
6	B03	sample	BBOX1	8424
5	A18	sample	BCAT1	586
5	A20	sample	BCAT2	587
5	A22	sample	BCKDHA	593
5	C04	sample	BCKDHB	594
1	B15	sample	BCKDK	10295
5	A03	sample	BCL2L11	10018
2	G03	sample	BCR	613
5	C06	sample	BCR	613
6	D03	sample	BECN1	8678
3	A06	sample	BHD	201163
5	C08	sample	BHMT	635
1	B21	sample	BLK	640
3	A16	sample	BLM	641
7	J12	sample	BLM	641
1	M20	sample	BMP2K	55589
2	B18	sample	BMPR1A	657
3	A18	sample	BMPR1A	657
1	M11	sample	BMPR1B	658
2	O19	sample	BMPR2	659
2	D16	sample	BMX	660
4	P17	sample	BPGM	669
5	C10	sample	BPGM	669
4	G06	sample	BPNT1	10380
3	I21	sample	BRAF	673
5	C12	sample	BRAF	673
3	A20	sample	BRCA1	672
7	N21	sample	BRCA1	672
3	A22	sample	BRCA2	675
7	P03	sample	BRCA2	675
1	B22	sample	BRD2	6046
1	C15	sample	BRD3	8019
2	K14	sample	BRD4	23476
2	F14	sample	BRDT	676
3	C04	sample	BRIP1	83990
7	L18	sample	BRIP1	83990
7	B04	sample	BTBD12	84464
1	D17	sample	BTK	695
1	D07	sample	BUB1	699
2	A18	sample	BUB1B	701
3	C06	sample	BUB1B	701
3	K21	sample	C10ORF89	118672
2	J22	sample	C14ORF20	283629
7	N06	sample	C19orf40	91442
7	J20	sample	C7ORF11	136647
1	I11	sample	C7ORF2	64327
1	L20	sample	C9ORF12	64768
7	A17	sample	C9ORF12	64768
4	I18	sample	C9ORF67	84814
3	I11	sample	C9ORF96	169436
5	C16	sample	CA12	771
5	C14	sample	CA9	768
5	C20	sample	CAD	790
7	O03	sample	CAGLP	163688
1	A22	sample	CALM1	801
5	C22	sample	CALM1	801
3	C19	sample	CALM2	805
5	E04	sample	CALM2	805
1	O17	sample	CALM3	808
5	E06	sample	CALM3	808
5	E08	sample	CALML3	810
1	F04	sample	CAMK1	8536
2	L11	sample	CAMK1D	57118
1	N11	sample	CAMK1G	57172
2	H07	sample	CAMK2A	815
1	A21	sample	CAMK2B	816
1	K17	sample	CAMK2D	817
1	K08	sample	CAMK2G	818
2	F22	sample	CAMK4	814
1	K20	sample	CAMKIILPHA	55450
1	J18	sample	CAMKK1	84254
2	P05	sample	CAMKK1	84254
1	K16	sample	CAMKK2	10645
6	L17	sample	CAP1	10487
6	L15	sample	CAP2	10486
1	E05	sample	CARKL	23729
2	E12	sample	CASK	8573
5	E10	sample	CASP3	836
6	D04	sample	CBLC	23624
5	E12	sample	CBS	875
7	J17	sample	CCNH	902
5	I04	sample	CCR5	1234
1	F07	sample	CCRK	23552
5	E16	sample	CD33	945
5	E14	sample	CD4	920
5	E22	sample	CD81	975
1	P21	sample	CDADC1	81602
4	D08	sample	CDC14A	8556
4	M22	sample	CDC14B	8555
1	G03	sample	CDC2	983
5	G04	sample	CDC2	983
4	A15	sample	CDC25A	993
4	I22	sample	CDC25B	994
4	E19	sample	CDC25C	995
5	G06	sample	CDC25C	995
1	F20	sample	CDC2L1	984
1	F14	sample	CDC2L2	728642
2	D03	sample	CDC2L5	8621
1	P18	sample	CDC42BPA	8476
1	F21	sample	CDC42BPB	9578
1	K06	sample	CDC7	8317
3	C08	sample	CDH1	999
2	I22	sample	CDK10	8558
2	H13	sample	CDK11	23097
3	C13	sample	CDK2	1017
3	K17	sample	CDK3	1018
1	L17	sample	CDK4	1019
2	C03	sample	CDK5	1020
7	C12	sample	CDK5	1020
2	M06	sample	CDK5R1	8851
1	L06	sample	CDK5R2	8941
6	F15	sample	CDK5R2	8941
2	M10	sample	CDK6	1021
2	C04	sample	CDK7	1022
7	J15	sample	CDK7	1022
1	L11	sample	CDK8	1024
2	N13	sample	CDK9	1025
2	F05	sample	CDKL1	8814
3	C05	sample	CDKL2	8999
1	E15	sample	CDKL3	51265
2	O11	sample	CDKL4	344387
1	O21	sample	CDKL5	6792
2	K04	sample	CDKN1A	1026
5	G08	sample	CDKN1A	1026
2	K15	sample	CDKN1B	1027
5	G10	sample	CDKN1B	1027
2	N05	sample	CDKN1C	1028
3	C10	sample	CDKN2A	1029
3	C12	sample	CDKN2A	1029
3	I07	sample	CDKN2B	1030
1	D04	sample	CDKN2C	1031
2	M12	sample	CDKN2D	1032
4	A20	sample	CDKN3	1033
5	G12	sample	CEL	1056
2	O05	sample	CERK	64781
7	H09	sample	CETN2	1069
6	F07	sample	CFLAR	8837
7	J08	sample	CHAF1A	10036
5	G14	sample	CHAT	1103
6	P06	sample	CHDH	55349
1	F10	sample	CHEK1	1111
7	P16	sample	CHEK1	1111
2	L08	sample	CHEK2	11200
3	C14	sample	CHEK2	11200
6	P09	sample	CHEK2	11200
7	P18	sample	CHEK2	11200
6	F12	sample	CHIA	27159
2	D08	sample	CHKA	1119
5	G16	sample	CHKA	1119
3	G17	sample	CHKB	1120
5	G18	sample	CHKB	1120
6	B11	sample	CHST1	8534
2	J18	sample	CHUK	1147
5	G20	sample	CHUK	1147
1	D10	sample	CIB2	10518
4	O21	sample	CILP	8483
2	O09	sample	CIT	11113
1	E21	sample	CKB	1152
3	E05	sample	CKM	1158
1	M08	sample	CKMT1B	1159
5	G22	sample	CKMT1B	1159
1	J06	sample	CKMT2	1160
1	M18	sample	CKS1B	1163
1	K09	sample	CKS2	1164
6	K04	sample	CLDN5	7122
1	C22	sample	CLK1	1195
2	I06	sample	CLK2	1196
7	C08	sample	CLK2	1196
2	L22	sample	CLK3	1198
2	D18	sample	CLK4	57396
7	O05	sample	CLYBL	171425
6	P18	sample	CMAS	55907
1	A11	sample	COASY	80347
2	B21	sample	COL4A3BP	10087
2	P09	sample	COMMD3	23412
3	C16	sample	COPEB	1316
6	F18	sample	COQ2	27235
6	L08	sample	COQ3	51805
5	I14	sample	COX11	1353
6	H09	sample	COX5A	9377
5	I06	sample	COX6A1	1337
5	I08	sample	COX6A2	1339
5	I10	sample	COX7A1	1346
5	I12	sample	COX7A2	1347
6	H05	sample	COX7A2L	9167
1	D22	sample	CPNE3	8895
5	I16	sample	CPS1	1373
5	I18	sample	CPT1A	1374
5	I20	sample	CPT1B	1375
7	M07	sample	CPT1C	126129
5	I22	sample	CPT2	1376
5	K04	sample	CRAT	1384
5	K06	sample	CREB1	1385
6	L19	sample	CREB3	10488
7	I05	sample	CREB3L1	90993
7	A15	sample	CREB3L2	64764
7	G11	sample	CREB3L3	84699
7	M17	sample	CREB3L4	148327
6	H19	sample	CREB5	9586
1	G13	sample	CRIM1	51232
5	K10	sample	CRK	1398
2	K13	sample	CRK7	51755
2	N17	sample	CRKL	1399
6	N10	sample	CROT	54677
5	K12	sample	CS	1431
1	J17	sample	CSF1R	1436
2	G15	sample	CSK	1445
2	F04	sample	CSNK1A1	1452
2	C20	sample	CSNK1A1L	122011
2	I15	sample	CSNK1D	1453
1	F03	sample	CSNK1E	1454
1	E16	sample	CSNK1G1	53944
1	O11	sample	CSNK1G2	1455
1	K07	sample	CSNK1G3	1456
2	P13	sample	CSNK2A1	1457
2	E15	sample	CSNK2A2	1459
2	J17	sample	CSNK2B	1460
5	K18	sample	CTBS	1486
4	G05	sample	CTDP1	9150
4	A09	sample	CTDSP1	58190
4	K16	sample	CTDSP2	10106
5	K20	sample	CTH	1491
5	K22	sample	CTPS	1503
6	O08	sample	CXCR4	7852
3	C18	sample	CYLD	1540
5	M06	sample	CYP11A1	1583
5	M08	sample	CYP11B1	1584
5	M10	sample	CYP24A1	1591
5	M12	sample	CYP27A1	1593
5	M14	sample	CYP27B1	1594
5	M04	sample	CYP2E1	1571
6	P20	sample	DAP13	55967
1	J07	sample	DAPK1	1612
2	C21	sample	DAPK2	23604
2	K19	sample	DAPK3	1613
5	M16	sample	DBT	1629
3	M05	sample	DCAMKL1	9201
5	M18	sample	DCI	1632
2	G05	sample	DCK	1633
7	N08	sample	DCLRE1A	9937
7	N10	sample	DCLRE1B	64858
7	B18	sample	DCLRE1C	64421
6	B22	sample	DDAH1	23576
6	B20	sample	DDAH2	23564
7	L15	sample	DDB1	1642
3	C20	sample	DDB2	1643
7	L17	sample	DDB2	1643
2	H22	sample	DDR1	780
2	C19	sample	DDR2	4921
5	M20	sample	DECR1	1666
6	H20	sample	DERA	51071
6	D05	sample	DGAT1	8694
7	G07	sample	DGAT2	84649
1	L18	sample	DGKA	1606
1	I22	sample	DGKB	1607
3	G11	sample	DGKD	8527
6	B09	sample	DGKD	8527
1	B09	sample	DGKG	1608
2	D17	sample	DGKH	160851
2	G13	sample	DGKI	9162
1	D03	sample	DGKK	139189
1	L21	sample	DGKQ	1609
2	G20	sample	DGUOK	1716
5	M22	sample	DHFR	1719
5	O04	sample	DHODH	1723
2	N22	sample	DKFZP434C131	25989
4	K09	sample	DKFZP566K0524	26095
7	M15	sample	DKFZP586M1819	137964
4	K12	sample	DKFZP761G058	152926
1	L10	sample	DKFZP761P0423	157285
5	O06	sample	DLAT	1737
5	O08	sample	DLD	1738
3	I09	sample	DLG1	1739
4	I09	sample	DLG1	1739
2	B14	sample	DLG2	1740
2	O22	sample	DLG3	1741
1	D15	sample	DLG4	1742
4	D11	sample	DLG7	9787
5	O10	sample	DLST	1743
7	N09	sample	DMC1	11144
1	A09	sample	DMPK	1760
6	B21	sample	DNCL1	8655
5	M17	sample	DO	420
4	A03	sample	DOT1L	84444
6	D19	sample	DPM1	8813
6	D21	sample	DPM2	8818
6	L16	sample	DPM3	54344
6	J08	sample	DSCR5	51227
2	O12	sample	DTYMK	1841
4	H21	sample	DUSP1	1843
4	A05	sample	DUSP10	11221
4	C09	sample	DUSP11	8446
4	J13	sample	DUSP12	11266
4	I08	sample	DUSP13	51207
4	O03	sample	DUSP14	11072
4	K08	sample	DUSP15	128853
4	N09	sample	DUSP16	80824
4	O10	sample	DUSP18	150290
4	O19	sample	DUSP19	142679
4	B13	sample	DUSP2	1844
3	I05	sample	DUSP21	63904
4	K05	sample	DUSP21	63904
4	K20	sample	DUSP22	56940
4	B04	sample	DUSP23	54935
4	O07	sample	DUSP3	1845
4	E13	sample	DUSP4	1846
4	E09	sample	DUSP5	1847
4	N15	sample	DUSP6	1848
4	G22	sample	DUSP7	1849
4	D19	sample	DUSP8	1850
4	F09	sample	DUSP9	1852
1	L12	sample	DUSTYPK	25778
7	D04	sample	DUT	1854
5	O14	sample	DYNC1H1	1778
2	F20	sample	DYRK1A	1859
2	E14	sample	DYRK1B	9149
1	J19	sample	DYRK2	8445
2	I17	sample	DYRK3	8444
1	O22	sample	DYRK4	8798
5	O16	sample	ECHS1	1892
1	A12	sample	EEF2K	29904
1	B13	sample	EF3	1944
1	L05	sample	EF4	1945
2	D11	sample	EF5	1946
3	G05	sample	EFNB3	1949
5	O18	sample	EGF	1950
2	C13	sample	EGFR	1956
5	O20	sample	EGFR	1956
5	O22	sample	EHHADH	1962
7	C17	sample	EHMT1	79813
2	L12	sample	EIF2AK3	9451
2	F16	sample	EIF2AK4	440275
5	B03	sample	EIF4E	1977
6	H11	sample	EIF4E2	9470
5	B05	sample	EIF4EBP1	1978
5	B07	sample	EIF4G1	1981
5	B09	sample	EIF4G2	1982
5	B11	sample	ELF3	1999
5	B13	sample	ELF4	2000
5	B15	sample	ELK1	2002
6	N14	sample	ELOVL2	54898
7	E21	sample	ELOVL3	83401
7	P17	sample	EME1	146956
7	P19	sample	EME2	197342
3	B01	empty	empty	
3	B02	empty	empty	
3	B03	empty	empty	
3	B04	empty	empty	
3	B05	empty	empty	
3	B06	empty	empty	
3	B07	empty	empty	
3	B08	empty	empty	
3	B09	empty	empty	
3	B10	empty	empty	
3	B11	empty	empty	
3	B12	empty	empty	
3	B13	empty	empty	
3	B14	empty	empty	
3	B15	empty	empty	
3	B16	empty	empty	
3	B17	empty	empty	
3	B18	empty	empty	
3	B19	empty	empty	
3	B20	empty	empty	
3	B21	empty	empty	
3	B22	empty	empty	
3	B23	empty	empty	
3	B24	empty	empty	
3	D01	empty	empty	
3	D02	empty	empty	
3	D03	empty	empty	
3	D04	empty	empty	
3	D05	empty	empty	
3	D06	empty	empty	
3	D07	empty	empty	
3	D08	empty	empty	
3	D09	empty	empty	
3	D10	empty	empty	
3	D11	empty	empty	
3	D12	empty	empty	
3	D13	empty	empty	
3	D14	empty	empty	
3	D15	empty	empty	
3	D16	empty	empty	
3	D17	empty	empty	
3	D18	empty	empty	
3	D19	empty	empty	
3	D20	empty	empty	
3	D21	empty	empty	
3	D22	empty	empty	
3	D23	empty	empty	
3	D24	empty	empty	
3	F01	empty	empty	
3	F02	empty	empty	
3	F03	empty	empty	
3	F04	empty	empty	
3	F05	empty	empty	
3	F06	empty	empty	
3	F07	empty	empty	
3	F08	empty	empty	
3	F09	empty	empty	
3	F10	empty	empty	
3	F11	empty	empty	
3	F12	empty	empty	
3	F13	empty	empty	
3	F14	empty	empty	
3	F15	empty	empty	
3	F16	empty	empty	
3	F17	empty	empty	
3	F18	empty	empty	
3	F19	empty	empty	
3	F20	empty	empty	
3	F21	empty	empty	
3	F22	empty	empty	
3	F23	empty	empty	
3	F24	empty	empty	
3	H01	empty	empty	
3	H02	empty	empty	
3	H03	empty	empty	
3	H04	empty	empty	
3	H05	empty	empty	
3	H06	empty	empty	
3	H07	empty	empty	
3	H08	empty	empty	
3	H09	empty	empty	
3	H10	empty	empty	
3	H11	empty	empty	
3	H12	empty	empty	
3	H13	empty	empty	
3	H14	empty	empty	
3	H15	empty	empty	
3	H16	empty	empty	
3	H17	empty	empty	
3	H18	empty	empty	
3	H19	empty	empty	
3	H20	empty	empty	
3	H21	empty	empty	
3	H22	empty	empty	
3	H23	empty	empty	
3	H24	empty	empty	
3	J01	empty	empty	
3	J02	empty	empty	
3	J03	empty	empty	
3	J04	empty	empty	
3	J05	empty	empty	
3	J06	empty	empty	
3	J07	empty	empty	
3	J08	empty	empty	
3	J09	empty	empty	
3	J10	empty	empty	
3	J11	empty	empty	
3	J12	empty	empty	
3	J13	empty	empty	
3	J14	empty	empty	
3	J15	empty	empty	
3	J16	empty	empty	
3	J17	empty	empty	
3	J18	empty	empty	
3	J19	empty	empty	
3	J20	empty	empty	
3	J21	empty	empty	
3	J22	empty	empty	
3	J23	empty	empty	
3	J24	empty	empty	
3	L01	empty	empty	
3	L02	empty	empty	
3	L03	empty	empty	
3	L04	empty	empty	
3	L05	empty	empty	
3	L06	empty	empty	
3	L07	empty	empty	
3	L08	empty	empty	
3	L09	empty	empty	
3	L10	empty	empty	
3	L11	empty	empty	
3	L12	empty	empty	
3	L13	empty	empty	
3	L14	empty	empty	
3	L15	empty	empty	
3	L16	empty	empty	
3	L17	empty	empty	
3	L18	empty	empty	
3	L19	empty	empty	
3	L20	empty	empty	
3	L21	empty	empty	
3	L22	empty	empty	
3	L23	empty	empty	
3	L24	empty	empty	
3	N01	empty	empty	
3	N02	empty	empty	
3	N03	empty	empty	
3	N04	empty	empty	
3	N05	empty	empty	
3	N06	empty	empty	
3	N07	empty	empty	
3	N08	empty	empty	
3	N09	empty	empty	
3	N10	empty	empty	
3	N11	empty	empty	
3	N12	empty	empty	
3	N13	empty	empty	
3	N14	empty	empty	
3	N15	empty	empty	
3	N16	empty	empty	
3	N17	empty	empty	
3	N18	empty	empty	
3	N19	empty	empty	
3	N20	empty	empty	
3	N21	empty	empty	
3	N22	empty	empty	
3	N23	empty	empty	
3	N24	empty	empty	
3	P01	empty	empty	
3	P02	empty	empty	
3	P03	empty	empty	
3	P04	empty	empty	
3	P05	empty	empty	
3	P06	empty	empty	
3	P07	empty	empty	
3	P08	empty	empty	
3	P09	empty	empty	
3	P10	empty	empty	
3	P11	empty	empty	
3	P12	empty	empty	
3	P13	empty	empty	
3	P14	empty	empty	
3	P15	empty	empty	
3	P16	empty	empty	
3	P17	empty	empty	
3	P18	empty	empty	
3	P19	empty	empty	
3	P20	empty	empty	
3	P21	empty	empty	
3	P22	empty	empty	
3	P23	empty	empty	
3	P24	empty	empty	
5	B17	sample	ENO1	2023
5	B19	sample	ENO2	2026
5	B21	sample	ENO3	2027
4	B21	sample	ENPP7	339221
3	C22	sample	EP300	2033
2	F17	sample	EPHA1	2041
1	I12	sample	EPHA10	284656
2	E07	sample	EPHA2	1969
2	K08	sample	EPHA3	2042
5	D05	sample	EPHA3	2042
3	M03	sample	EPHA4	2043
1	C08	sample	EPHA5	2044
2	H12	sample	EPHA6	285220
1	B14	sample	EPHA7	2045
1	A07	sample	EPHA8	2046
2	P16	sample	EPHB1	2047
2	O18	sample	EPHB2	2048
3	G07	sample	EPHB3	2049
3	G13	sample	EPHB4	2050
1	H04	sample	EPHB6	2051
4	I21	sample	EPM2A	7957
1	H11	sample	ERBB2	2064
5	D07	sample	ERBB2	2064
2	B17	sample	ERBB3	2065
2	J19	sample	ERBB4	2066
7	L03	sample	ERCC1	2067
3	E04	sample	ERCC2	2068
7	J03	sample	ERCC2	2068
3	E06	sample	ERCC3	2071
7	H21	sample	ERCC3	2071
3	E08	sample	ERCC4	2072
7	L05	sample	ERCC4	2072
3	E10	sample	ERCC5	2073
7	J21	sample	ERCC5	2073
7	L11	sample	ERCC6	2074
7	L09	sample	ERCC8	1161
1	O08	sample	ERK8	225689
2	G12	sample	ERN1	2081
5	D09	sample	ERN1	2081
2	C14	sample	ERN2	10595
5	D11	sample	ETFA	2108
5	D13	sample	ETFB	2109
1	O06	sample	ETNK1	55500
7	H06	sample	EXO1	9156
6	B06	sample	EXOC7	23265
3	E17	sample	EXOSC10	5394
3	E12	sample	EXT1	2131
3	E14	sample	EXT2	2132
4	H03	sample	EYA1	2138
4	I07	sample	EYA2	2139
4	D06	sample	EYA3	2140
4	E07	sample	EYA4	2070
6	D09	sample	FADD	8772
5	D15	sample	FAH	2184
3	E16	sample	FANCA	2175
7	J22	sample	FANCA	2175
7	L04	sample	FANCB	2187
3	E18	sample	FANCC	2176
7	L06	sample	FANCC	2176
3	E20	sample	FANCD2	2177
7	L08	sample	FANCD2	2177
3	E22	sample	FANCE	2178
7	L10	sample	FANCE	2178
3	G04	sample	FANCF	2188
7	L12	sample	FANCF	2188
3	G06	sample	FANCG	2189
7	L14	sample	FANCG	2189
7	L16	sample	FANCI	55215
7	L20	sample	FANCL	55120
7	L22	sample	FANCM	57697
3	M10	sample	FAS	355
5	D17	sample	FASN	2194
1	J09	sample	FASTK	10922
4	G14	sample	FBP1	2203
5	D19	sample	FBP1	2203
4	G20	sample	FBP2	8789
3	G08	sample	FBXW7	55294
5	D21	sample	FDX1	2230
5	F03	sample	FDXR	2232
7	F18	sample	FEN1	2237
1	A19	sample	FER	2241
3	C07	sample	FES	2242
1	H07	sample	FGFR1	2260
2	B15	sample	FGFR2	2263
1	O14	sample	FGFR3	2261
2	N15	sample	FGFR4	2264
2	M20	sample	FGFRL1	53834
2	K09	sample	FGR	2268
3	G10	sample	FH	2271
5	F05	sample	FH	2271
1	H15	sample	FLJ10761	55224
2	A06	sample	FLJ13052	65220
6	N12	sample	FLJ20265	54872
6	P14	sample	FLJ20477	55650
6	N16	sample	FLJ20522	54965
6	N18	sample	FLJ20604	54995
3	I14	sample	FLJ21816	79728
7	C15	sample	FLJ21934	79799
4	M17	sample	FLJ22405	64419
2	I09	sample	FLJ23074	80122
1	H21	sample	FLJ23356	84197
1	L14	sample	FLJ23356	84197
4	G17	sample	FLJ23751	92370
2	C08	sample	FLJ25006	124923
4	M15	sample	FLJ25449	151649
4	C19	sample	FLJ32332	132160
1	C04	sample	FLJ32685	152110
1	C17	sample	FLJ34389	197259
7	M11	sample	FLJ34658	133688
7	H14	sample	FLJ35220	284131
3	O04	sample	FLJ39827	139285
6	L03	sample	FLOT1	10211
